nameOfNearestStation,year,location,price
お花茶屋,2011,東京都 葛飾区お花茶屋3丁目396番12,206000
お花茶屋,2012,東京都 葛飾区お花茶屋3丁目396番12,204750
お花茶屋,2013,東京都 葛飾区お花茶屋3丁目396番12,204000
お花茶屋,2014,東京都 葛飾区お花茶屋3丁目396番12,205750
お花茶屋,2015,東京都 葛飾区お花茶屋3丁目396番12,207500
お花茶屋,2016,東京都 葛飾区お花茶屋3丁目396番12,295250
お花茶屋,2017,東京都 葛飾区お花茶屋3丁目396番12,300000
お花茶屋,2018,東京都 葛飾区お花茶屋3丁目396番12,308000
お花茶屋,2019,東京都 葛飾区お花茶屋3丁目396番12,317500
お花茶屋,2020,東京都 葛飾区お花茶屋3丁目396番12,325250
お花茶屋,2021,東京都 葛飾区お花茶屋3丁目396番12,323000
こどもの国,2011,東京都 町田市成瀬台3丁目22番13,161000
こどもの国,2012,東京都 町田市成瀬台3丁目22番13,160000
こどもの国,2013,東京都 町田市成瀬台3丁目22番13,159000
こどもの国,2014,東京都 町田市成瀬台3丁目22番13,159000
こどもの国,2015,東京都 町田市成瀬台3丁目22番13,159000
こどもの国,2016,東京都 町田市成瀬台3丁目22番13,158000
こどもの国,2017,東京都 町田市成瀬台3丁目22番13,157000
こどもの国,2018,東京都 町田市成瀬台3丁目22番13,157000
こどもの国,2019,東京都 町田市成瀬台3丁目22番13,157000
こどもの国,2020,東京都 町田市成瀬台3丁目22番13,157000
こどもの国,2021,東京都 町田市成瀬台3丁目22番13,156000
すずかけ台,2011,東京都 町田市小川4丁目7番21,198666
すずかけ台,2012,東京都 町田市小川4丁目7番21,197666
すずかけ台,2013,東京都 町田市小川4丁目7番21,197000
すずかけ台,2014,東京都 町田市小川4丁目7番21,198000
すずかけ台,2015,東京都 町田市小川4丁目7番21,198666
すずかけ台,2016,東京都 町田市小川4丁目7番21,199333
すずかけ台,2017,東京都 町田市小川4丁目7番21,199666
すずかけ台,2018,東京都 町田市小川4丁目7番21,200000
すずかけ台,2019,東京都 町田市小川4丁目7番21,200333
すずかけ台,2020,東京都 町田市小川4丁目7番21,201333
すずかけ台,2021,東京都 町田市小川4丁目7番21,201000
つくし野,2011,東京都 町田市つくし野2丁目13番3,198666
つくし野,2012,東京都 町田市つくし野2丁目13番3,197666
つくし野,2013,東京都 町田市つくし野2丁目13番3,197333
つくし野,2014,東京都 町田市つくし野2丁目13番3,197333
つくし野,2015,東京都 町田市つくし野2丁目13番3,198333
つくし野,2016,東京都 町田市つくし野2丁目13番3,199000
つくし野,2017,東京都 町田市つくし野2丁目13番3,200333
つくし野,2018,東京都 町田市つくし野2丁目13番3,200666
つくし野,2019,東京都 町田市つくし野2丁目13番3,200666
つくし野,2020,東京都 町田市つくし野2丁目13番3,201333
つくし野,2021,東京都 町田市つくし野2丁目13番3,200333
つくばエクスプレス浅草,2011,東京都 台東区西浅草2丁目66番2,437500
つくばエクスプレス浅草,2012,東京都 台東区西浅草2丁目66番2,425166
つくばエクスプレス浅草,2013,東京都 台東区西浅草2丁目66番2,425000
つくばエクスプレス浅草,2014,東京都 台東区西浅草2丁目66番2,431333
つくばエクスプレス浅草,2015,東京都 台東区西浅草2丁目66番2,439666
つくばエクスプレス浅草,2016,東京都 台東区西浅草2丁目66番2,660666
つくばエクスプレス浅草,2017,東京都 台東区西浅草2丁目66番2,695833
つくばエクスプレス浅草,2018,東京都 台東区西浅草2丁目66番2,749000
つくばエクスプレス浅草,2019,東京都 台東区西浅草2丁目66番2,846666
つくばエクスプレス浅草,2020,東京都 台東区西浅草2丁目66番2,1003000
つくばエクスプレス浅草,2021,東京都 台東区西浅草2丁目66番2,936500
つつじヶ丘,2011,東京都 三鷹市中原3丁目207番20,190857
つつじヶ丘,2012,東京都 三鷹市中原3丁目207番20,189714
つつじヶ丘,2013,東京都 三鷹市中原3丁目207番20,189285
つつじヶ丘,2014,東京都 三鷹市中原3丁目207番20,190857
つつじヶ丘,2015,東京都 三鷹市中原3丁目207番20,231857
つつじヶ丘,2016,東京都 三鷹市中原3丁目207番20,270428
つつじヶ丘,2017,東京都 三鷹市中原3丁目207番20,273142
つつじヶ丘,2018,東京都 三鷹市中原3丁目207番20,277285
つつじヶ丘,2019,東京都 三鷹市中原3丁目207番20,282000
つつじヶ丘,2020,東京都 三鷹市中原3丁目207番20,340428
つつじヶ丘,2021,東京都 三鷹市中原3丁目207番20,339714
とうきょうスカイツリー,2011,東京都 墨田区向島3丁目17番5外,236000
とうきょうスカイツリー,2012,東京都 墨田区向島3丁目17番5外,239000
とうきょうスカイツリー,2013,東京都 墨田区向島3丁目17番5外,240000
とうきょうスカイツリー,2014,東京都 墨田区向島3丁目17番5外,244000
とうきょうスカイツリー,2015,東京都 墨田区向島3丁目17番5外,444000
とうきょうスカイツリー,2016,東京都 墨田区向島3丁目17番5外,453500
とうきょうスカイツリー,2017,東京都 墨田区向島3丁目17番5外,466500
とうきょうスカイツリー,2018,東京都 墨田区向島3丁目17番5外,486000
とうきょうスカイツリー,2019,東京都 墨田区向島3丁目17番5外,519000
とうきょうスカイツリー,2020,東京都 墨田区向島3丁目17番5外,558500
とうきょうスカイツリー,2021,東京都 墨田区向島3丁目17番5外,552000
ときわ台,2011,東京都 板橋区常盤台2丁目24番10,409166
ときわ台,2012,東京都 板橋区常盤台2丁目24番10,403500
ときわ台,2013,東京都 板橋区常盤台2丁目24番10,401000
ときわ台,2014,東京都 板橋区常盤台2丁目24番10,405666
ときわ台,2015,東京都 板橋区常盤台2丁目24番10,411333
ときわ台,2016,東京都 板橋区常盤台2丁目24番10,486000
ときわ台,2017,東京都 板橋区常盤台2丁目24番10,504166
ときわ台,2018,東京都 板橋区常盤台2丁目24番10,529333
ときわ台,2019,東京都 板橋区常盤台2丁目24番10,561166
ときわ台,2020,東京都 板橋区常盤台2丁目24番10,593166
ときわ台,2021,東京都 板橋区常盤台2丁目24番10,585500
ひばりヶ丘,2011,東京都 東久留米市学園町2丁目26番9外,227600
ひばりヶ丘,2012,東京都 東久留米市学園町2丁目26番9外,226200
ひばりヶ丘,2013,東京都 東久留米市学園町2丁目26番9外,226266
ひばりヶ丘,2014,東京都 東久留米市学園町2丁目26番9外,229866
ひばりヶ丘,2015,東京都 東久留米市学園町2丁目26番9外,232533
ひばりヶ丘,2016,東京都 東久留米市学園町2丁目26番9外,254066
ひばりヶ丘,2017,東京都 東久留米市学園町2丁目26番9外,257600
ひばりヶ丘,2018,東京都 東久留米市学園町2丁目26番9外,261600
ひばりヶ丘,2019,東京都 東久留米市学園町2丁目26番9外,266933
ひばりヶ丘,2020,東京都 東久留米市学園町2丁目26番9外,272733
ひばりヶ丘,2021,東京都 東久留米市学園町2丁目26番9外,271733
めじろ台,2011,東京都 八王子市めじろ台2丁目45番14,129875
めじろ台,2012,東京都 八王子市めじろ台2丁目45番14,128000
めじろ台,2013,東京都 八王子市めじろ台2丁目45番14,127500
めじろ台,2014,東京都 八王子市めじろ台2丁目45番14,127625
めじろ台,2015,東京都 八王子市めじろ台2丁目45番14,128250
めじろ台,2016,東京都 八王子市めじろ台2丁目45番14,128625
めじろ台,2017,東京都 八王子市めじろ台2丁目45番14,128500
めじろ台,2018,東京都 八王子市めじろ台2丁目45番14,128500
めじろ台,2019,東京都 八王子市めじろ台2丁目45番14,128375
めじろ台,2020,東京都 八王子市めじろ台2丁目45番14,128250
めじろ台,2021,東京都 八王子市めじろ台2丁目45番14,127225
ホテル神津館前,2011,東京都 神津島村995番,8550
ホテル神津館前,2012,東京都 神津島村995番,8550
ホテル神津館前,2013,東京都 神津島村995番,8550
ホテル神津館前,2014,東京都 神津島村995番,8550
ホテル神津館前,2015,東京都 神津島村995番,8550
ホテル神津館前,2016,東京都 神津島村995番,8550
ホテル神津館前,2017,東京都 神津島村995番,8550
ホテル神津館前,2018,東京都 神津島村995番,8550
ホテル神津館前,2019,東京都 神津島村995番,8550
ホテル神津館前,2020,東京都 神津島村995番,8550
ホテル神津館前,2021,東京都 神津島村995番,8550
䪉גJ,2011,東京都 文京区小石川5丁目17番12,712000
䪉גJ,2012,東京都 文京区小石川5丁目17番12,707000
䪉גJ,2013,東京都 文京区小石川5丁目17番12,707000
䪉גJ,2014,東京都 文京区小石川5丁目17番12,723000
䪉גJ,2015,東京都 文京区小石川5丁目17番12,746000
䪉גJ,2016,東京都 文京区小石川5丁目17番12,771000
䪉גJ,2017,東京都 文京区小石川5丁目17番12,797000
䪉גJ,2018,東京都 文京区小石川5丁目17番12,836000
䪉גJ,2019,東京都 文京区小石川5丁目17番12,887000
䪉גJ,2020,東京都 文京区小石川5丁目17番12,956000
䪉גJ,2021,東京都 文京区小石川5丁目17番12,945000
一之江,2011,東京都 江戸川区松江7丁目271番3,190363
一之江,2012,東京都 江戸川区松江7丁目271番3,188000
一之江,2013,東京都 江戸川区松江7丁目271番3,187454
一之江,2014,東京都 江戸川区松江7丁目271番3,211454
一之江,2015,東京都 江戸川区松江7丁目271番3,213272
一之江,2016,東京都 江戸川区松江7丁目271番3,267181
一之江,2017,東京都 江戸川区松江7丁目271番3,271727
一之江,2018,東京都 江戸川区松江7丁目271番3,304727
一之江,2019,東京都 江戸川区松江7丁目271番3,317000
一之江,2020,東京都 江戸川区松江7丁目271番3,328272
一之江,2021,東京都 江戸川区松江7丁目271番3,326000
一橋学園,2011,東京都 小平市学園西町2丁目1610番54,166571
一橋学園,2012,東京都 小平市学園西町2丁目1610番54,163285
一橋学園,2013,東京都 小平市学園西町2丁目1610番54,162714
一橋学園,2014,東京都 小平市学園西町2丁目1610番54,164714
一橋学園,2015,東京都 小平市学園西町2丁目1610番54,202285
一橋学園,2016,東京都 小平市学園西町2丁目1610番54,273571
一橋学園,2017,東京都 小平市学園西町2丁目1610番54,277000
一橋学園,2018,東京都 小平市学園西町2丁目1610番54,280142
一橋学園,2019,東京都 小平市学園西町2丁目1610番54,282714
一橋学園,2020,東京都 小平市学園西町2丁目1610番54,285714
一橋学園,2021,東京都 小平市学園西町2丁目1610番54,283571
三ノ輪,2011,東京都 台東区竜泉3丁目260番2外,449400
三ノ輪,2012,東京都 台東区竜泉3丁目260番2外,442600
三ノ輪,2013,東京都 台東区竜泉3丁目260番2外,442000
三ノ輪,2014,東京都 台東区竜泉3丁目260番2外,447600
三ノ輪,2015,東京都 台東区竜泉3丁目260番2外,455400
三ノ輪,2016,東京都 台東区竜泉3丁目260番2外,468600
三ノ輪,2017,東京都 台東区竜泉3丁目260番2外,489200
三ノ輪,2018,東京都 台東区竜泉3丁目260番2外,519800
三ノ輪,2019,東京都 台東区竜泉3丁目260番2外,673200
三ノ輪,2020,東京都 台東区竜泉3丁目260番2外,743800
三ノ輪,2021,東京都 台東区竜泉3丁目260番2外,732600
三根出張所停,2011,東京都 八丈町三根349番1,36500
三根出張所停,2012,東京都 八丈町三根349番1,33500
三根出張所停,2013,東京都 八丈町三根349番1,31500
三根出張所停,2014,東京都 八丈町三根349番1,31300
三根出張所停,2015,東京都 八丈町三根349番1,31200
三根出張所停,2016,東京都 八丈町三根349番1,31100
三根出張所停,2017,東京都 八丈町三根349番1,31100
三根出張所停,2018,東京都 八丈町三根349番1,31100
三根出張所停,2019,東京都 八丈町三根349番1,31100
三根出張所停,2020,東京都 八丈町三根349番1,31100
三根出張所停,2021,東京都 八丈町三根349番1,30700
三河島,2011,東京都 荒川区荒川3丁目28番10,304000
三河島,2012,東京都 荒川区荒川3丁目28番10,301000
三河島,2013,東京都 荒川区荒川3丁目28番10,301000
三河島,2014,東京都 荒川区荒川3丁目28番10,305000
三河島,2015,東京都 荒川区荒川3丁目28番10,309333
三河島,2016,東京都 荒川区荒川3丁目28番10,453333
三河島,2017,東京都 荒川区荒川3丁目28番10,473333
三河島,2018,東京都 荒川区荒川3丁目28番10,503000
三河島,2019,東京都 荒川区荒川3丁目28番10,547333
三河島,2020,東京都 荒川区荒川3丁目28番10,598000
三河島,2021,東京都 荒川区荒川3丁目28番10,589666
三田,2011,東京都 港区芝5丁目2番122外,1380000
三田,2012,東京都 港区芝5丁目2番122外,1340000
三田,2013,東京都 港区芝5丁目2番122外,1330000
三田,2014,東京都 港区芝5丁目2番122外,1390000
三田,2015,東京都 港区芝5丁目2番122外,1450000
三田,2016,東京都 港区芝5丁目2番122外,1540000
三田,2017,東京都 港区芝5丁目2番122外,1630000
三田,2018,東京都 港区芝5丁目2番122外,1720000
三田,2019,東京都 港区芝5丁目2番122外,1890000
三田,2020,東京都 港区芝5丁目2番122外,2120000
三田,2021,東京都 港区芝5丁目2番122外,2070000
三越前,2011,東京都 中央区日本橋室町1丁目14番6,1900000
三越前,2012,東京都 中央区日本橋室町1丁目14番6,1860000
三越前,2013,東京都 中央区日本橋室町1丁目14番6,1850000
三越前,2014,東京都 中央区日本橋室町1丁目14番6,1920000
三越前,2015,東京都 中央区日本橋室町1丁目14番6,2040000
三越前,2016,東京都 中央区日本橋室町1丁目14番6,2180000
三越前,2017,東京都 中央区日本橋室町1丁目14番6,2320000
三越前,2018,東京都 中央区日本橋室町1丁目14番6,2510000
三越前,2019,東京都 中央区日本橋室町1丁目14番6,2790000
三越前,2020,東京都 中央区日本橋室町1丁目14番6,3090000
三越前,2021,東京都 中央区日本橋室町1丁目14番6,2980000
三軒茶屋,2011,東京都 世田谷区太子堂2丁目356番45,566285
三軒茶屋,2012,東京都 世田谷区太子堂2丁目356番45,557857
三軒茶屋,2013,東京都 世田谷区太子堂2丁目356番45,557142
三軒茶屋,2014,東京都 世田谷区太子堂2丁目356番45,569000
三軒茶屋,2015,東京都 世田谷区太子堂2丁目356番45,581285
三軒茶屋,2016,東京都 世田谷区太子堂2丁目356番45,694571
三軒茶屋,2017,東京都 世田谷区太子堂2丁目356番45,873142
三軒茶屋,2018,東京都 世田谷区太子堂2丁目356番45,950857
三軒茶屋,2019,東京都 世田谷区太子堂2丁目356番45,1049571
三軒茶屋,2020,東京都 世田谷区太子堂2丁目356番45,1146285
三軒茶屋,2021,東京都 世田谷区太子堂2丁目356番45,1132000
三鷹,2011,東京都 武蔵野市西久保2丁目208番54,384600
三鷹,2012,東京都 武蔵野市西久保2丁目208番54,383233
三鷹,2013,東京都 武蔵野市西久保2丁目208番54,395366
三鷹,2014,東京都 武蔵野市西久保2丁目208番54,481700
三鷹,2015,東京都 武蔵野市西久保2丁目208番54,492533
三鷹,2016,東京都 武蔵野市西久保2丁目208番54,554966
三鷹,2017,東京都 武蔵野市西久保2丁目208番54,572800
三鷹,2018,東京都 武蔵野市西久保2丁目208番54,622433
三鷹,2019,東京都 武蔵野市西久保2丁目208番54,649800
三鷹,2020,東京都 武蔵野市西久保2丁目208番54,677533
三鷹,2021,東京都 武蔵野市西久保2丁目208番54,675600
三鷹台,2011,東京都 杉並区久我山4丁目144番3,184250
三鷹台,2012,東京都 杉並区久我山4丁目144番3,183750
三鷹台,2013,東京都 杉並区久我山4丁目144番3,183750
三鷹台,2014,東京都 杉並区久我山4丁目144番3,187000
三鷹台,2015,東京都 杉並区久我山4丁目144番3,191750
三鷹台,2016,東京都 杉並区久我山4丁目144番3,318000
三鷹台,2017,東京都 杉並区久我山4丁目144番3,399000
三鷹台,2018,東京都 杉並区久我山4丁目144番3,411250
三鷹台,2019,東京都 杉並区久我山4丁目144番3,427000
三鷹台,2020,東京都 杉並区久我山4丁目144番3,438000
三鷹台,2021,東京都 杉並区久我山4丁目144番3,437750
上中里,2011,東京都 北区上中里1丁目26番18外,154500
上中里,2012,東京都 北区上中里1丁目26番18外,153500
上中里,2013,東京都 北区上中里1丁目26番18外,369000
上中里,2014,東京都 北区上中里1丁目26番18外,374500
上中里,2015,東京都 北区上中里1丁目26番18外,380000
上中里,2016,東京都 北区上中里1丁目26番18外,390500
上中里,2017,東京都 北区上中里1丁目26番18外,406500
上中里,2018,東京都 北区上中里1丁目26番18外,430500
上中里,2019,東京都 北区上中里1丁目26番18外,460500
上中里,2020,東京都 北区上中里1丁目26番18外,490000
上中里,2021,東京都 北区上中里1丁目26番18外,487000
上井草,2011,東京都 杉並区今川2丁目211番,94500
上井草,2012,東京都 杉並区今川2丁目211番,94250
上井草,2013,東京都 杉並区今川2丁目211番,94000
上井草,2014,東京都 杉並区今川2丁目211番,95250
上井草,2015,東京都 杉並区今川2丁目211番,96250
上井草,2016,東京都 杉並区今川2丁目211番,192000
上井草,2017,東京都 杉並区今川2丁目211番,195750
上井草,2018,東京都 杉並区今川2丁目211番,295250
上井草,2019,東京都 杉並区今川2丁目211番,303250
上井草,2020,東京都 杉並区今川2丁目211番,311250
上井草,2021,東京都 杉並区今川2丁目211番,305750
上北台,2011,東京都 東大和市奈良橋4丁目669番13,95444
上北台,2012,東京都 東大和市奈良橋4丁目669番13,93666
上北台,2013,東京都 東大和市奈良橋4丁目669番13,92888
上北台,2014,東京都 東大和市奈良橋4丁目669番13,93555
上北台,2015,東京都 東大和市奈良橋4丁目669番13,94111
上北台,2016,東京都 東大和市奈良橋4丁目669番13,122333
上北台,2017,東京都 東大和市奈良橋4丁目669番13,123111
上北台,2018,東京都 東大和市奈良橋4丁目669番13,123888
上北台,2019,東京都 東大和市奈良橋4丁目669番13,124333
上北台,2020,東京都 東大和市奈良橋4丁目669番13,139444
上北台,2021,東京都 東大和市奈良橋4丁目669番13,137333
上北沢,2011,東京都 世田谷区上北沢3丁目877番30内,317333
上北沢,2012,東京都 世田谷区上北沢3丁目877番30内,313333
上北沢,2013,東京都 世田谷区上北沢3丁目877番30内,312666
上北沢,2014,東京都 世田谷区上北沢3丁目877番30内,316333
上北沢,2015,東京都 世田谷区上北沢3丁目877番30内,321333
上北沢,2016,東京都 世田谷区上北沢3丁目877番30内,328666
上北沢,2017,東京都 世田谷区上北沢3丁目877番30内,337666
上北沢,2018,東京都 世田谷区上北沢3丁目877番30内,349333
上北沢,2019,東京都 世田谷区上北沢3丁目877番30内,364000
上北沢,2020,東京都 世田谷区上北沢3丁目877番30内,578666
上北沢,2021,東京都 世田谷区上北沢3丁目877番30内,569666
上板橋,2011,東京都 板橋区前野町6丁目21番7,353428
上板橋,2012,東京都 板橋区前野町6丁目21番7,348857
上板橋,2013,東京都 板橋区前野町6丁目21番7,347285
上板橋,2014,東京都 板橋区前野町6丁目21番7,351285
上板橋,2015,東京都 板橋区前野町6丁目21番7,355285
上板橋,2016,東京都 板橋区前野町6丁目21番7,362428
上板橋,2017,東京都 板橋区前野町6丁目21番7,372142
上板橋,2018,東京都 板橋区前野町6丁目21番7,387428
上板橋,2019,東京都 板橋区前野町6丁目21番7,406571
上板橋,2020,東京都 板橋区前野町6丁目21番7,426571
上板橋,2021,東京都 板橋区前野町6丁目21番7,422571
上町,2011,東京都 世田谷区弦巻5丁目616番19,340666
上町,2012,東京都 世田谷区弦巻5丁目616番19,337666
上町,2013,東京都 世田谷区弦巻5丁目616番19,336333
上町,2014,東京都 世田谷区弦巻5丁目616番19,341333
上町,2015,東京都 世田谷区弦巻5丁目616番19,346000
上町,2016,東京都 世田谷区弦巻5丁目616番19,515333
上町,2017,東京都 世田谷区弦巻5丁目616番19,530333
上町,2018,東京都 世田谷区弦巻5丁目616番19,549666
上町,2019,東京都 世田谷区弦巻5丁目616番19,579333
上町,2020,東京都 世田谷区弦巻5丁目616番19,601333
上町,2021,東京都 世田谷区弦巻5丁目616番19,599333
上野,2011,東京都 台東区東上野2丁目15番1外,1300000
上野,2012,東京都 台東区東上野2丁目15番1外,1257000
上野,2013,東京都 台東区東上野2丁目15番1外,1248500
上野,2014,東京都 台東区東上野2丁目15番1外,1279500
上野,2015,東京都 台東区東上野2丁目15番1外,1315500
上野,2016,東京都 台東区東上野2丁目15番1外,1375750
上野,2017,東京都 台東区東上野2丁目15番1外,1476000
上野,2018,東京都 台東区東上野2丁目15番1外,1597500
上野,2019,東京都 台東区東上野2丁目15番1外,1757000
上野,2020,東京都 台東区東上野2丁目15番1外,2035000
上野,2021,東京都 台東区東上野2丁目15番1外,1948750
上野広小路,2011,東京都 文京区湯島3丁目420番1外,3793333
上野広小路,2012,東京都 文京区湯島3丁目420番1外,3650000
上野広小路,2013,東京都 文京区湯島3丁目420番1外,3616666
上野広小路,2014,東京都 文京区湯島3丁目420番1外,3730000
上野広小路,2015,東京都 文京区湯島3丁目420番1外,3876666
上野広小路,2016,東京都 文京区湯島3丁目420番1外,4140000
上野広小路,2017,東京都 文京区湯島3丁目420番1外,4476666
上野広小路,2018,東京都 文京区湯島3丁目420番1外,4836666
上野広小路,2019,東京都 文京区湯島3丁目420番1外,5310000
上野広小路,2020,東京都 文京区湯島3丁目420番1外,5813333
上野広小路,2021,東京都 文京区湯島3丁目420番1外,5400000
上野毛,2011,東京都 世田谷区上野毛4丁目306番7,368333
上野毛,2012,東京都 世田谷区上野毛4丁目306番7,363000
上野毛,2013,東京都 世田谷区上野毛4丁目306番7,362000
上野毛,2014,東京都 世田谷区上野毛4丁目306番7,366666
上野毛,2015,東京都 世田谷区上野毛4丁目306番7,372000
上野毛,2016,東京都 世田谷区上野毛4丁目306番7,596000
上野毛,2017,東京都 世田谷区上野毛4丁目306番7,617333
上野毛,2018,東京都 世田谷区上野毛4丁目306番7,645333
上野毛,2019,東京都 世田谷区上野毛4丁目306番7,671333
上野毛,2020,東京都 世田谷区上野毛4丁目306番7,694333
上野毛,2021,東京都 世田谷区上野毛4丁目306番7,691666
下井草,2011,東京都 杉並区下井草3丁目172番18,169333
下井草,2012,東京都 杉並区下井草3丁目172番18,168000
下井草,2013,東京都 杉並区下井草3丁目172番18,168000
下井草,2014,東京都 杉並区下井草3丁目172番18,170333
下井草,2015,東京都 杉並区下井草3丁目172番18,174000
下井草,2016,東京都 杉並区下井草3丁目172番18,305333
下井草,2017,東京都 杉並区下井草3丁目172番18,464666
下井草,2018,東京都 杉並区下井草3丁目172番18,481000
下井草,2019,東京都 杉並区下井草3丁目172番18,501333
下井草,2020,東京都 杉並区下井草3丁目172番18,523000
下井草,2021,東京都 杉並区下井草3丁目172番18,513000
下北沢,2011,東京都 世田谷区大原1丁目1060番23,861250
下北沢,2012,東京都 世田谷区大原1丁目1060番23,845000
下北沢,2013,東京都 世田谷区大原1丁目1060番23,845000
下北沢,2014,東京都 世田谷区大原1丁目1060番23,865000
下北沢,2015,東京都 世田谷区大原1丁目1060番23,887250
下北沢,2016,東京都 世田谷区大原1丁目1060番23,1065500
下北沢,2017,東京都 世田谷区大原1丁目1060番23,1130250
下北沢,2018,東京都 世田谷区大原1丁目1060番23,1232750
下北沢,2019,東京都 世田谷区大原1丁目1060番23,1348250
下北沢,2020,東京都 世田谷区大原1丁目1060番23,1473250
下北沢,2021,東京都 世田谷区大原1丁目1060番23,1443250
下板橋,2011,東京都 板橋区板橋2丁目14番9,420000
下板橋,2012,東京都 板橋区板橋2丁目14番9,415000
下板橋,2013,東京都 板橋区板橋2丁目14番9,413000
下板橋,2014,東京都 板橋区板橋2丁目14番9,418000
下板橋,2015,東京都 板橋区板橋2丁目14番9,423000
下板橋,2016,東京都 板橋区板橋2丁目14番9,434000
下板橋,2017,東京都 板橋区板橋2丁目14番9,446000
下板橋,2018,東京都 板橋区板橋2丁目14番9,466000
下板橋,2019,東京都 板橋区板橋2丁目14番9,495000
下板橋,2020,東京都 板橋区板橋2丁目14番9,525000
下板橋,2021,東京都 板橋区板橋2丁目14番9,520000
下神明,2011,東京都 品川区西品川1丁目1225番4,433000
下神明,2012,東京都 品川区西品川1丁目1225番4,432000
下神明,2013,東京都 品川区西品川1丁目1225番4,432000
下神明,2014,東京都 品川区西品川1丁目1225番4,441000
下神明,2015,東京都 品川区西品川1丁目1225番4,463000
下神明,2016,東京都 品川区西品川1丁目1225番4,489000
下神明,2017,東京都 品川区西品川1丁目1225番4,511000
下神明,2018,東京都 品川区西品川1丁目1225番4,551000
下神明,2019,東京都 品川区西品川1丁目1225番4,590000
下神明,2020,東京都 品川区西品川1丁目1225番4,628000
下神明,2021,東京都 品川区西品川1丁目1225番4,624000
下赤塚,2011,東京都 板橋区赤塚1丁目2982番6,264500
下赤塚,2012,東京都 板橋区赤塚1丁目2982番6,260000
下赤塚,2013,東京都 板橋区赤塚1丁目2982番6,259000
下赤塚,2014,東京都 板橋区赤塚1丁目2982番6,262500
下赤塚,2015,東京都 板橋区赤塚1丁目2982番6,266000
下赤塚,2016,東京都 板橋区赤塚1丁目2982番6,439000
下赤塚,2017,東京都 板橋区赤塚1丁目2982番6,453500
下赤塚,2018,東京都 板橋区赤塚1丁目2982番6,474500
下赤塚,2019,東京都 板橋区赤塚1丁目2982番6,503500
下赤塚,2020,東京都 板橋区赤塚1丁目2982番6,540500
下赤塚,2021,東京都 板橋区赤塚1丁目2982番6,532000
下高井戸,2011,東京都 世田谷区赤堤5丁目484番42,541666
下高井戸,2012,東京都 世田谷区赤堤5丁目484番42,535000
下高井戸,2013,東京都 世田谷区赤堤5丁目484番42,533666
下高井戸,2014,東京都 世田谷区赤堤5丁目484番42,541333
下高井戸,2015,東京都 世田谷区赤堤5丁目484番42,550666
下高井戸,2016,東京都 世田谷区赤堤5丁目484番42,567666
下高井戸,2017,東京都 世田谷区赤堤5丁目484番42,589000
下高井戸,2018,東京都 世田谷区赤堤5丁目484番42,624333
下高井戸,2019,東京都 世田谷区赤堤5丁目484番42,666000
下高井戸,2020,東京都 世田谷区赤堤5丁目484番42,705000
下高井戸,2021,東京都 世田谷区赤堤5丁目484番42,699000
不動前,2011,東京都 品川区西五反田4丁目552番10,320500
不動前,2012,東京都 品川区西五反田4丁目552番10,318000
不動前,2013,東京都 品川区西五反田4丁目552番10,318000
不動前,2014,東京都 品川区西五反田4丁目552番10,325500
不動前,2015,東京都 品川区西五反田4丁目552番10,335500
不動前,2016,東京都 品川区西五反田4丁目552番10,639500
不動前,2017,東京都 品川区西五反田4丁目552番10,661000
不動前,2018,東京都 品川区西五反田4丁目552番10,702000
不動前,2019,東京都 品川区西五反田4丁目552番10,755500
不動前,2020,東京都 品川区西五反田4丁目552番10,809500
不動前,2021,東京都 品川区西五反田4丁目552番10,803000
世田谷,2011,東京都 世田谷区世田谷4丁目115番3,524000
世田谷,2012,東京都 世田谷区世田谷4丁目115番3,520000
世田谷,2013,東京都 世田谷区世田谷4丁目115番3,518000
世田谷,2014,東京都 世田谷区世田谷4丁目115番3,526000
世田谷,2015,東京都 世田谷区世田谷4丁目115番3,534000
世田谷,2016,東京都 世田谷区世田谷4丁目115番3,546000
世田谷,2017,東京都 世田谷区世田谷4丁目115番3,563000
世田谷,2018,東京都 世田谷区世田谷4丁目115番3,582000
世田谷,2019,東京都 世田谷区世田谷4丁目115番3,615000
世田谷,2020,東京都 世田谷区世田谷4丁目115番3,650000
世田谷,2021,東京都 世田谷区世田谷4丁目115番3,650000
両国,2011,東京都 墨田区両国2丁目7番16,239333
両国,2012,東京都 墨田区両国2丁目7番16,234333
両国,2013,東京都 墨田区両国2丁目7番16,234333
両国,2014,東京都 墨田区両国2丁目7番16,239000
両国,2015,東京都 墨田区両国2丁目7番16,243000
両国,2016,東京都 墨田区両国2丁目7番16,250000
両国,2017,東京都 墨田区両国2丁目7番16,260000
両国,2018,東京都 墨田区両国2丁目7番16,277333
両国,2019,東京都 墨田区両国2丁目7番16,311000
両国,2020,東京都 墨田区両国2丁目7番16,646333
両国,2021,東京都 墨田区両国2丁目7番16,926000
中之郷出張所前停,2011,東京都 八丈町中之郷1682番,7200
中之郷出張所前停,2012,東京都 八丈町中之郷1682番,6700
中之郷出張所前停,2013,東京都 八丈町中之郷1682番,6300
中之郷出張所前停,2014,東京都 八丈町中之郷1682番,6200
中之郷出張所前停,2015,東京都 八丈町中之郷1682番,6100
中之郷出張所前停,2016,東京都 八丈町中之郷1682番,6000
中之郷出張所前停,2017,東京都 八丈町中之郷1682番,6000
